screenshot,path,pass_threshold,avg_score,failed_count,gd_composition,gd_hierarchy,gd_spacing,gd_typography,gd_contrast,gd_color,gd_image,gd_restraint,gd_rhythm,gd_identity,mkt_headline,mkt_value,mkt_cta,mkt_flow,mkt_diff,mkt_trust,mkt_luxury,mkt_clientfit,mkt_concision,mkt_emotion,ind_aviation,ind_maintenance,ind_owner,ind_flightdept,ind_ops,ind_facility,ind_hospitality,ind_discretion,ind_readiness,ind_return,failed_criteria
credits-02.png,/Users/andrewshea/Desktop/Websites/MidAmerica/review/manual-audit-10/systemic-audit-2026-03-27/credits-02.png,8 on every criterion,4.4,28,5,6,7,7,8,7,4,7,5,4,4,4,3,3,3,4,4,3,8,3,4,4,2,2,3,5,3,3,4,3,gd_composition;gd_hierarchy;gd_spacing;gd_typography;gd_color;gd_image;gd_restraint;gd_rhythm;gd_identity;mkt_headline;mkt_value;mkt_cta;mkt_flow;mkt_diff;mkt_trust;mkt_luxury;mkt_clientfit;mkt_emotion;ind_aviation;ind_maintenance;ind_owner;ind_flightdept;ind_ops;ind_facility;ind_hospitality;ind_discretion;ind_readiness;ind_return
credits-full-desktop.png,/Users/andrewshea/Desktop/Websites/MidAmerica/review/manual-audit-10/systemic-audit-2026-03-27/credits-full-desktop.png,8 on every criterion,6.9,23,6,7,7,7,8,7,6,5,5,5,7,8,7,7,6,8,7,7,7,6,7,8,7,7,8,7,7,8,8,7,gd_composition;gd_hierarchy;gd_spacing;gd_typography;gd_color;gd_image;gd_restraint;gd_rhythm;gd_identity;mkt_headline;mkt_cta;mkt_flow;mkt_diff;mkt_luxury;mkt_clientfit;mkt_concision;mkt_emotion;ind_aviation;ind_owner;ind_flightdept;ind_facility;ind_hospitality;ind_return
credits-full-mobile.png,/Users/andrewshea/Desktop/Websites/MidAmerica/review/manual-audit-10/systemic-audit-2026-03-27/credits-full-mobile.png,8 on every criterion,6.43,26,5,6,7,7,8,7,5,5,4,4,7,8,6,6,5,7,6,7,7,5,7,8,7,7,7,6,7,8,7,7,gd_composition;gd_hierarchy;gd_spacing;gd_typography;gd_color;gd_image;gd_restraint;gd_rhythm;gd_identity;mkt_headline;mkt_cta;mkt_flow;mkt_diff;mkt_trust;mkt_luxury;mkt_clientfit;mkt_concision;mkt_emotion;ind_aviation;ind_owner;ind_flightdept;ind_ops;ind_facility;ind_hospitality;ind_readiness;ind_return
index-01.png,/Users/andrewshea/Desktop/Websites/MidAmerica/review/manual-audit-10/systemic-audit-2026-03-27/index-01.png,8 on every criterion,7.0,23,6,7,7,7,8,7,6,6,6,6,8,8,7,7,6,7,7,7,7,7,8,8,7,6,7,7,7,8,8,7,gd_composition;gd_hierarchy;gd_spacing;gd_typography;gd_color;gd_image;gd_restraint;gd_rhythm;gd_identity;mkt_cta;mkt_flow;mkt_diff;mkt_trust;mkt_luxury;mkt_clientfit;mkt_concision;mkt_emotion;ind_owner;ind_flightdept;ind_ops;ind_facility;ind_hospitality;ind_return
index-02.png,/Users/andrewshea/Desktop/Websites/MidAmerica/review/manual-audit-10/systemic-audit-2026-03-27/index-02.png,8 on every criterion,6.77,23,6,7,7,7,8,7,5,5,5,5,8,8,7,7,6,7,6,7,7,6,7,8,7,6,8,6,7,7,8,8,gd_composition;gd_hierarchy;gd_spacing;gd_typography;gd_color;gd_image;gd_restraint;gd_rhythm;gd_identity;mkt_cta;mkt_flow;mkt_diff;mkt_trust;mkt_luxury;mkt_clientfit;mkt_concision;mkt_emotion;ind_aviation;ind_owner;ind_flightdept;ind_facility;ind_hospitality;ind_discretion
index-03.png,/Users/andrewshea/Desktop/Websites/MidAmerica/review/manual-audit-10/systemic-audit-2026-03-27/index-03.png,8 on every criterion,7.57,12,8,8,8,7,8,8,9,8,8,8,7,7,6,6,7,8,8,7,8,7,9,8,7,6,7,8,8,8,8,7,gd_typography;mkt_headline;mkt_value;mkt_cta;mkt_flow;mkt_diff;mkt_clientfit;mkt_emotion;ind_owner;ind_flightdept;ind_ops;ind_return
index-04.png,/Users/andrewshea/Desktop/Websites/MidAmerica/review/manual-audit-10/systemic-audit-2026-03-27/index-04.png,8 on every criterion,6.9,22,6,7,7,7,8,7,5,6,6,5,7,8,6,6,6,8,7,7,7,6,7,8,7,7,8,6,7,8,8,9,gd_composition;gd_hierarchy;gd_spacing;gd_typography;gd_color;gd_image;gd_restraint;gd_rhythm;gd_identity;mkt_headline;mkt_cta;mkt_flow;mkt_diff;mkt_luxury;mkt_clientfit;mkt_concision;mkt_emotion;ind_aviation;ind_owner;ind_flightdept;ind_facility;ind_hospitality
index-05.png,/Users/andrewshea/Desktop/Websites/MidAmerica/review/manual-audit-10/systemic-audit-2026-03-27/index-05.png,8 on every criterion,7.17,18,6,7,7,7,8,7,5,6,6,6,7,8,6,7,6,8,7,8,7,7,7,8,9,9,8,6,8,8,8,8,gd_composition;gd_hierarchy;gd_spacing;gd_typography;gd_color;gd_image;gd_restraint;gd_rhythm;gd_identity;mkt_headline;mkt_cta;mkt_flow;mkt_diff;mkt_luxury;mkt_concision;mkt_emotion;ind_aviation;ind_facility
index-06.png,/Users/andrewshea/Desktop/Websites/MidAmerica/review/manual-audit-10/systemic-audit-2026-03-27/index-06.png,8 on every criterion,6.47,26,5,6,7,7,8,7,4,5,5,4,7,7,8,8,5,7,7,7,8,6,7,7,6,6,7,5,7,7,7,7,gd_composition;gd_hierarchy;gd_spacing;gd_typography;gd_color;gd_image;gd_restraint;gd_rhythm;gd_identity;mkt_headline;mkt_value;mkt_diff;mkt_trust;mkt_luxury;mkt_clientfit;mkt_emotion;ind_aviation;ind_maintenance;ind_owner;ind_flightdept;ind_ops;ind_facility;ind_hospitality;ind_discretion;ind_readiness;ind_return
index-full-desktop.png,/Users/andrewshea/Desktop/Websites/MidAmerica/review/manual-audit-10/systemic-audit-2026-03-27/index-full-desktop.png,8 on every criterion,6.9,23,6,7,7,7,8,7,6,5,5,5,7,8,7,7,6,8,7,7,7,6,7,8,7,7,8,7,7,8,8,7,gd_composition;gd_hierarchy;gd_spacing;gd_typography;gd_color;gd_image;gd_restraint;gd_rhythm;gd_identity;mkt_headline;mkt_cta;mkt_flow;mkt_diff;mkt_luxury;mkt_clientfit;mkt_concision;mkt_emotion;ind_aviation;ind_owner;ind_flightdept;ind_facility;ind_hospitality;ind_return
index-full-mobile.png,/Users/andrewshea/Desktop/Websites/MidAmerica/review/manual-audit-10/systemic-audit-2026-03-27/index-full-mobile.png,8 on every criterion,6.43,26,5,6,7,7,8,7,5,5,4,4,7,8,6,6,5,7,6,7,7,5,7,8,7,7,7,6,7,8,7,7,gd_composition;gd_hierarchy;gd_spacing;gd_typography;gd_color;gd_image;gd_restraint;gd_rhythm;gd_identity;mkt_headline;mkt_cta;mkt_flow;mkt_diff;mkt_trust;mkt_luxury;mkt_clientfit;mkt_concision;mkt_emotion;ind_aviation;ind_owner;ind_flightdept;ind_ops;ind_facility;ind_hospitality;ind_readiness;ind_return
ownership-01.png,/Users/andrewshea/Desktop/Websites/MidAmerica/review/manual-audit-10/systemic-audit-2026-03-27/ownership-01.png,8 on every criterion,7.0,23,6,7,7,7,8,7,6,6,6,6,8,8,7,7,6,7,7,7,7,7,8,8,7,6,7,7,7,8,8,7,gd_composition;gd_hierarchy;gd_spacing;gd_typography;gd_color;gd_image;gd_restraint;gd_rhythm;gd_identity;mkt_cta;mkt_flow;mkt_diff;mkt_trust;mkt_luxury;mkt_clientfit;mkt_concision;mkt_emotion;ind_owner;ind_flightdept;ind_ops;ind_facility;ind_hospitality;ind_return
ownership-02.png,/Users/andrewshea/Desktop/Websites/MidAmerica/review/manual-audit-10/systemic-audit-2026-03-27/ownership-02.png,8 on every criterion,7.13,19,6,7,7,7,8,7,5,6,6,6,7,8,6,7,6,8,7,8,7,7,7,8,9,9,8,6,7,8,8,8,gd_composition;gd_hierarchy;gd_spacing;gd_typography;gd_color;gd_image;gd_restraint;gd_rhythm;gd_identity;mkt_headline;mkt_cta;mkt_flow;mkt_diff;mkt_luxury;mkt_concision;mkt_emotion;ind_aviation;ind_facility;ind_hospitality
ownership-03.png,/Users/andrewshea/Desktop/Websites/MidAmerica/review/manual-audit-10/systemic-audit-2026-03-27/ownership-03.png,8 on every criterion,7.13,19,6,7,7,7,8,7,5,6,6,6,7,8,6,7,6,8,7,8,7,7,7,8,9,9,8,6,7,8,8,8,gd_composition;gd_hierarchy;gd_spacing;gd_typography;gd_color;gd_image;gd_restraint;gd_rhythm;gd_identity;mkt_headline;mkt_cta;mkt_flow;mkt_diff;mkt_luxury;mkt_concision;mkt_emotion;ind_aviation;ind_facility;ind_hospitality
ownership-04.png,/Users/andrewshea/Desktop/Websites/MidAmerica/review/manual-audit-10/systemic-audit-2026-03-27/ownership-04.png,8 on every criterion,6.4,26,5,6,7,7,8,7,4,7,5,5,7,7,6,7,5,7,6,6,7,5,7,8,6,6,8,5,6,7,8,7,gd_composition;gd_hierarchy;gd_spacing;gd_typography;gd_color;gd_image;gd_restraint;gd_rhythm;gd_identity;mkt_headline;mkt_value;mkt_cta;mkt_flow;mkt_diff;mkt_trust;mkt_luxury;mkt_clientfit;mkt_concision;mkt_emotion;ind_aviation;ind_owner;ind_flightdept;ind_facility;ind_hospitality;ind_discretion;ind_return
ownership-05.png,/Users/andrewshea/Desktop/Websites/MidAmerica/review/manual-audit-10/systemic-audit-2026-03-27/ownership-05.png,8 on every criterion,7.13,19,6,7,7,7,8,7,5,6,6,6,7,8,6,7,6,8,7,8,7,7,7,8,9,9,8,6,7,8,8,8,gd_composition;gd_hierarchy;gd_spacing;gd_typography;gd_color;gd_image;gd_restraint;gd_rhythm;gd_identity;mkt_headline;mkt_cta;mkt_flow;mkt_diff;mkt_luxury;mkt_concision;mkt_emotion;ind_aviation;ind_facility;ind_hospitality
ownership-06.png,/Users/andrewshea/Desktop/Websites/MidAmerica/review/manual-audit-10/systemic-audit-2026-03-27/ownership-06.png,8 on every criterion,7.17,20,7,7,7,7,8,7,8,6,7,6,7,8,6,7,6,8,7,7,7,6,8,8,7,7,7,8,8,8,8,7,gd_composition;gd_hierarchy;gd_spacing;gd_typography;gd_color;gd_restraint;gd_rhythm;gd_identity;mkt_headline;mkt_cta;mkt_flow;mkt_diff;mkt_luxury;mkt_clientfit;mkt_concision;mkt_emotion;ind_owner;ind_flightdept;ind_ops;ind_return
ownership-07.png,/Users/andrewshea/Desktop/Websites/MidAmerica/review/manual-audit-10/systemic-audit-2026-03-27/ownership-07.png,8 on every criterion,6.47,26,5,6,7,7,8,7,4,5,5,4,7,7,8,8,5,7,7,7,8,6,7,7,6,6,7,5,7,7,7,7,gd_composition;gd_hierarchy;gd_spacing;gd_typography;gd_color;gd_image;gd_restraint;gd_rhythm;gd_identity;mkt_headline;mkt_value;mkt_diff;mkt_trust;mkt_luxury;mkt_clientfit;mkt_emotion;ind_aviation;ind_maintenance;ind_owner;ind_flightdept;ind_ops;ind_facility;ind_hospitality;ind_discretion;ind_readiness;ind_return
ownership-full-desktop.png,/Users/andrewshea/Desktop/Websites/MidAmerica/review/manual-audit-10/systemic-audit-2026-03-27/ownership-full-desktop.png,8 on every criterion,6.9,23,6,7,7,7,8,7,6,5,5,5,7,8,7,7,6,8,7,7,7,6,7,8,7,7,8,7,7,8,8,7,gd_composition;gd_hierarchy;gd_spacing;gd_typography;gd_color;gd_image;gd_restraint;gd_rhythm;gd_identity;mkt_headline;mkt_cta;mkt_flow;mkt_diff;mkt_luxury;mkt_clientfit;mkt_concision;mkt_emotion;ind_aviation;ind_owner;ind_flightdept;ind_facility;ind_hospitality;ind_return
ownership-full-mobile.png,/Users/andrewshea/Desktop/Websites/MidAmerica/review/manual-audit-10/systemic-audit-2026-03-27/ownership-full-mobile.png,8 on every criterion,6.43,26,5,6,7,7,8,7,5,5,4,4,7,8,6,6,5,7,6,7,7,5,7,8,7,7,7,6,7,8,7,7,gd_composition;gd_hierarchy;gd_spacing;gd_typography;gd_color;gd_image;gd_restraint;gd_rhythm;gd_identity;mkt_headline;mkt_cta;mkt_flow;mkt_diff;mkt_trust;mkt_luxury;mkt_clientfit;mkt_concision;mkt_emotion;ind_aviation;ind_owner;ind_flightdept;ind_ops;ind_facility;ind_hospitality;ind_readiness;ind_return
